Sample Date,Enterococci Results,Year Population,Day Before Precipitation,Day of Precipitation,Water Temperature,Sum Precip,Month,Year
8/14/2012,4,8346715,0,0.05,24.72,0.05,8,2012
8/14/2012,4,8346715,0,0.05,24.72,0.05,8,2012
8/14/2012,4,8346715,0,0.05,24.72,0.05,8,2012
8/14/2012,4,8346715,0,0.05,24.72,0.05,8,2012
8/14/2012,4,8346715,0,0.05,24.72,0.05,8,2012
8/14/2012,4,8346715,0,0.05,24.72,0.05,8,2012
8/27/2012,4,8346715,0,0.77,24.34,0.77,8,2012
8/27/2012,4,8346715,0,0.77,24.34,0.77,8,2012
8/27/2012,4,8346715,0,0.77,24.34,0.77,8,2012
8/27/2012,4,8346715,0,0.77,24.34,0.77,8,2012
8/27/2012,4,8346715,0,0.77,24.34,0.77,8,2012
8/27/2012,4,8346715,0,0.77,24.34,0.77,8,2012
9/11/2012,4,8346715,0,0,23.62,0,9,2012
4/30/2013,4,8396207,0.03,0,11.12,0.03,4,2013
4/30/2013,4,8396207,0.03,0,11.12,0.03,4,2013
4/30/2013,4,8396207,0.03,0,11.12,0.03,4,2013
5/7/2013,4,8396207,0,0,13.29,0,5,2013
5/7/2013,4,8396207,0,0,13.29,0,5,2013
5/14/2013,4,8396207,0,0,14.27,0,5,2013
5/14/2013,4,8396207,0,0,14.27,0,5,2013
5/14/2013,4,8396207,0,0,14.27,0,5,2013
5/14/2013,4,8396207,0,0,14.27,0,5,2013
5/14/2013,4,8396207,0,0,14.27,0,5,2013
5/21/2013,4,8396207,0,0,14.1,0,5,2013
5/21/2013,4,8396207,0,0,14.1,0,5,2013
5/21/2013,4,8396207,0,0,14.1,0,5,2013
5/21/2013,4,8396207,0,0,14.1,0,5,2013
5/21/2013,4,8396207,0,0,14.1,0,5,2013
5/28/2013,4,8396207,0,0.41,14.97,0.41,5,2013
6/12/2013,4,8396207,0.14,0,18.57,0.14,6,2013
6/12/2013,4,8396207,0.14,0,18.57,0.14,6,2013
6/12/2013,4,8396207,0.14,0,18.57,0.14,6,2013
6/12/2013,4,8396207,0.14,0,18.57,0.14,6,2013
6/12/2013,4,8396207,0.14,0,18.57,0.14,6,2013
6/12/2013,4,8396207,0.14,0,18.57,0.14,6,2013
6/17/2013,4,8396207,0,0,19.26,0,6,2013
6/17/2013,4,8396207,0,0,19.26,0,6,2013
6/17/2013,4,8396207,0,0,19.26,0,6,2013
6/17/2013,4,8396207,0,0,19.26,0,6,2013
6/17/2013,4,8396207,0,0,19.26,0,6,2013
6/24/2013,4,8396207,0,0,20.16,0,6,2013
6/24/2013,4,8396207,0,0,20.16,0,6,2013
6/24/2013,4,8396207,0,0,20.16,0,6,2013
7/8/2013,4,8396207,0,0,21.7,0,7,2013
7/8/2013,4,8396207,0,0,21.7,0,7,2013
7/8/2013,4,8396207,0,0,21.7,0,7,2013
7/8/2013,4,8396207,0,0,21.7,0,7,2013
7/8/2013,4,8396207,0,0,21.7,0,7,2013
7/8/2013,4,8396207,0,0,21.7,0,7,2013
7/16/2013,4,8396207,0,0,22.75,0,7,2013
7/16/2013,4,8396207,0,0,22.75,0,7,2013
7/24/2013,4,8396207,0.31,0,24.7,0.31,7,2013
7/24/2013,4,8396207,0.31,0,24.7,0.31,7,2013
7/30/2013,4,8396207,0,0,23.61,0,7,2013
7/30/2013,4,8396207,0,0,23.61,0,7,2013
8/6/2013,4,8396207,0,0,22.56,0,8,2013
8/6/2013,4,8396207,0,0,22.56,0,8,2013
8/6/2013,4,8396207,0,0,22.56,0,8,2013
8/6/2013,4,8396207,0,0,22.56,0,8,2013
8/13/2013,4,8396207,0.09,0.74,22.85,0.83,8,2013
8/27/2013,4,8396207,0,0.01,22.65,0.01,8,2013
9/4/2013,4,8396207,0.09,0,22.77,0.09,9,2013
9/4/2013,4,8396207,0.09,0,22.77,0.09,9,2013
9/10/2013,4,8396207,0,0,21.22,0,9,2013
9/10/2013,4,8396207,0,0,21.22,0,9,2013
4/22/2014,4,8433867,0,0,8.6,0,4,2014
4/22/2014,4,8433867,0,0,8.6,0,4,2014
4/22/2014,4,8433867,0,0,8.6,0,4,2014
4/22/2014,4,8433867,0,0,8.6,0,4,2014
4/29/2014,4,8433867,0,0.03,9.44,0.03,4,2014
5/6/2014,4,8433867,0,0,10.98,0,5,2014
5/6/2014,4,8433867,0,0,10.98,0,5,2014
5/6/2014,4,8433867,0,0,10.98,0,5,2014
5/6/2014,4,8433867,0,0,10.98,0,5,2014
5/6/2014,4,8433867,0,0,10.98,0,5,2014
5/6/2014,4,8433867,0,0,10.98,0,5,2014
5/20/2014,4,8433867,0,0,14.4,0,5,2014
5/20/2014,4,8433867,0,0,14.4,0,5,2014
5/20/2014,4,8433867,0,0,14.4,0,5,2014
5/20/2014,4,8433867,0,0,14.4,0,5,2014
6/3/2014,4,8433867,0,0.06,16.94,0.06,6,2014
6/3/2014,4,8433867,0,0.06,16.94,0.06,6,2014
6/3/2014,4,8433867,0,0.06,16.94,0.06,6,2014
6/3/2014,4,8433867,0,0.06,16.94,0.06,6,2014
6/3/2014,4,8433867,0,0.06,16.94,0.06,6,2014
6/17/2014,4,8433867,0,0,19.83,0,6,2014
6/17/2014,4,8433867,0,0,19.83,0,6,2014
6/24/2014,4,8433867,0,0,20.53,0,6,2014
6/24/2014,4,8433867,0,0,20.53,0,6,2014
6/24/2014,4,8433867,0,0,20.53,0,6,2014
6/24/2014,4,8433867,0,0,20.53,0,6,2014
6/24/2014,4,8433867,0,0,20.53,0,6,2014
6/24/2014,4,8433867,0,0,20.53,0,6,2014
7/1/2014,4,8433867,0,0,22.06,0,7,2014
7/14/2014,4,8433867,0.24,0.74,20.79,0.98,7,2014
7/14/2014,4,8433867,0.24,0.74,20.79,0.98,7,2014
7/14/2014,4,8433867,0.24,0.74,20.79,0.98,7,2014
7/14/2014,4,8433867,0.24,0.74,20.79,0.98,7,2014
7/22/2014,4,8433867,0,0,22.44,0,7,2014
7/22/2014,4,8433867,0,0,22.44,0,7,2014
7/22/2014,4,8433867,0,0,22.44,0,7,2014
7/22/2014,4,8433867,0,0,22.44,0,7,2014
7/22/2014,4,8433867,0,0,22.44,0,7,2014
7/29/2014,4,8433867,0.26,0,23.06,0.26,7,2014
7/29/2014,4,8433867,0.26,0,23.06,0.26,7,2014
7/29/2014,4,8433867,0.26,0,23.06,0.26,7,2014
7/29/2014,4,8433867,0.26,0,23.06,0.26,7,2014
7/29/2014,4,8433867,0.26,0,23.06,0.26,7,2014
7/29/2014,4,8433867,0.26,0,23.06,0.26,7,2014
7/29/2014,4,8433867,0.26,0,23.06,0.26,7,2014
8/5/2014,4,8433867,0,0,22.66,0,8,2014
8/5/2014,4,8433867,0,0,22.66,0,8,2014
8/5/2014,4,8433867,0,0,22.66,0,8,2014
8/5/2014,4,8433867,0,0,22.66,0,8,2014
8/19/2014,4,8433867,0,0,22.77,0,8,2014
8/19/2014,4,8433867,0,0,22.77,0,8,2014
8/19/2014,4,8433867,0,0,22.77,0,8,2014
8/19/2014,4,8433867,0,0,22.77,0,8,2014
8/26/2014,4,8433867,0,0,23.38,0,8,2014
9/2/2014,4,8433867,0,0,23.86,0,9,2014
9/2/2014,4,8433867,0,0,23.86,0,9,2014
9/2/2014,4,8433867,0,0,23.86,0,9,2014
4/21/2015,4,8463157,0.95,0.23,8.61,1.18,4,2015
4/28/2015,4,8463157,0,0,8.54,0,4,2015
4/28/2015,4,8463157,0,0,8.54,0,4,2015
5/5/2015,4,8463157,0,0,10.92,0,5,2015
5/5/2015,4,8463157,0,0,10.92,0,5,2015
5/12/2015,4,8463157,0,0,13.83,0,5,2015
5/27/2015,4,8463157,0,0.02,16.07,0.02,5,2015
5/27/2015,4,8463157,0,0.02,16.07,0.02,5,2015
6/9/2015,4,8463157,0.04,0.01,17.22,0.05,6,2015
6/9/2015,4,8463157,0.04,0.01,17.22,0.05,6,2015
6/23/2015,4,8463157,0,0.07,21.41,0.07,6,2015
6/23/2015,4,8463157,0,0.07,21.41,0.07,6,2015
6/23/2015,4,8463157,0,0.07,21.41,0.07,6,2015
6/30/2015,4,8463157,0,0,20.02,0,6,2015
7/7/2015,4,8463157,0,0,21.8,0,7,2015
7/7/2015,4,8463157,0,0,21.8,0,7,2015
7/7/2015,4,8463157,0,0,21.8,0,7,2015
7/7/2015,4,8463157,0,0,21.8,0,7,2015
7/14/2015,4,8463157,0,0.95,22.58,0.95,7,2015
7/14/2015,4,8463157,0,0.95,22.58,0.95,7,2015
7/14/2015,4,8463157,0,0.95,22.58,0.95,7,2015
7/14/2015,4,8463157,0,0.95,22.58,0.95,7,2015
7/14/2015,4,8463157,0,0.95,22.58,0.95,7,2015
7/21/2015,4,8463157,0,0,23.41,0,7,2015
7/21/2015,4,8463157,0,0,23.41,0,7,2015
7/21/2015,4,8463157,0,0,23.41,0,7,2015
7/21/2015,4,8463157,0,0,23.41,0,7,2015
8/4/2015,4,8463157,0,0.3,23.32,0.3,8,2015
8/4/2015,4,8463157,0,0.3,23.32,0.3,8,2015
8/4/2015,4,8463157,0,0.3,23.32,0.3,8,2015
8/12/2015,4,8463157,1.18,0,23.41,1.18,8,2015
8/12/2015,4,8463157,1.18,0,23.41,1.18,8,2015
8/18/2015,4,8463157,0,0,24.34,0,8,2015
8/18/2015,4,8463157,0,0,24.34,0,8,2015
8/18/2015,4,8463157,0,0,24.34,0,8,2015
8/18/2015,4,8463157,0,0,24.34,0,8,2015
8/18/2015,4,8463157,0,0,24.34,0,8,2015
8/18/2015,4,8463157,0,0,24.34,0,8,2015
8/25/2015,4,8463157,0,0,24.8,0,8,2015
8/25/2015,4,8463157,0,0,24.8,0,8,2015
9/1/2015,4,8463157,0,0,24.56,0,9,2015
9/9/2015,4,8463157,0,0.14,24.96,0.14,9,2015
9/9/2015,4,8463157,0,0.14,24.96,0.14,9,2015
9/15/2015,4,8463157,0,0,23.88,0,9,2015
9/22/2015,4,8463157,0,0,22.06,0,9,2015
9/22/2015,4,8463157,0,0,22.06,0,9,2015
5/2/2017,4,8437695,0,0,12.73,0,5,2017
5/2/2017,4,8437695,0,0,12.73,0,5,2017
5/2/2017,4,8437695,0,0,12.73,0,5,2017
5/2/2017,4,8437695,0,0,12.73,0,5,2017
5/16/2017,4,8437695,0,0,13.37,0,5,2017
5/16/2017,4,8437695,0,0,13.37,0,5,2017
5/16/2017,4,8437695,0,0,13.37,0,5,2017
5/16/2017,4,8437695,0,0,13.37,0,5,2017
5/16/2017,4,8437695,0,0,13.37,0,5,2017
6/13/2017,4,8437695,0,0,18.66,0,6,2017
6/13/2017,4,8437695,0,0,18.66,0,6,2017
6/13/2017,4,8437695,0,0,18.66,0,6,2017
6/13/2017,4,8437695,0,0,18.66,0,6,2017
6/13/2017,4,8437695,0,0,18.66,0,6,2017
6/13/2017,4,8437695,0,0,18.66,0,6,2017
6/13/2017,4,8437695,0,0,18.66,0,6,2017
7/11/2017,4,8437695,0,0,21.81,0,7,2017
7/11/2017,4,8437695,0,0,21.81,0,7,2017
7/18/2017,4,8437695,0,0,23.44,0,7,2017
7/18/2017,4,8437695,0,0,23.44,0,7,2017
7/18/2017,4,8437695,0,0,23.44,0,7,2017
7/18/2017,4,8437695,0,0,23.44,0,7,2017
7/18/2017,4,8437695,0,0,23.44,0,7,2017
7/18/2017,4,8437695,0,0,23.44,0,7,2017
7/18/2017,4,8437695,0,0,23.44,0,7,2017
7/18/2017,4,8437695,0,0,23.44,0,7,2017
8/1/2017,4,8437695,0,0,23.88,0,8,2017
8/1/2017,4,8437695,0,0,23.88,0,8,2017
8/1/2017,4,8437695,0,0,23.88,0,8,2017
8/15/2017,4,8437695,0,0.44,23.38,0.44,8,2017
8/15/2017,4,8437695,0,0.44,23.38,0.44,8,2017
8/22/2017,4,8437695,0,0.23,24.25,0.23,8,2017
8/22/2017,4,8437695,0,0.23,24.25,0.23,8,2017
8/29/2017,4,8437695,0,0.31,22.59,0.31,8,2017
8/29/2017,4,8437695,0,0.31,22.59,0.31,8,2017
8/14/2018,4,8396614,0.61,0.58,24.42,1.19,8,2018
8/14/2018,4,8396614,0.61,0.58,24.42,1.19,8,2018
8/14/2018,4,8396614,0.61,0.58,24.42,1.19,8,2018
8/21/2018,4,8396614,0,0.07,24.5,0.07,8,2018
8/21/2018,4,8396614,0,0.07,24.5,0.07,8,2018
8/21/2018,4,8396614,0,0.07,24.5,0.07,8,2018
8/21/2018,4,8396614,0,0.07,24.5,0.07,8,2018
8/28/2018,4,8396614,0,0,24.67,0,8,2018
8/28/2018,4,8396614,0,0,24.67,0,8,2018
8/28/2018,4,8396614,0,0,24.67,0,8,2018
9/5/2018,4,8396614,0,0,25.33,0,9,2018
9/5/2018,4,8396614,0,0,25.33,0,9,2018
9/5/2018,4,8396614,0,0,25.33,0,9,2018
9/5/2018,4,8396614,0,0,25.33,0,9,2018
9/5/2018,4,8396614,0,0,25.33,0,9,2018
9/5/2018,4,8396614,0,0,25.33,0,9,2018
4/23/2019,4,8342925,0.29,0.1,10.9,0.39,4,2019
4/23/2019,4,8342925,0.29,0.1,10.9,0.39,4,2019
4/23/2019,4,8342925,0.29,0.1,10.9,0.39,4,2019
4/23/2019,4,8342925,0.29,0.1,10.9,0.39,4,2019
4/23/2019,4,8342925,0.29,0.1,10.9,0.39,4,2019
4/23/2019,4,8342925,0.29,0.1,10.9,0.39,4,2019
4/23/2019,4,8342925,0.29,0.1,10.9,0.39,4,2019
4/30/2019,4,8342925,0.02,0.05,10.67,0.07,4,2019
4/30/2019,4,8342925,0.02,0.05,10.67,0.07,4,2019
4/30/2019,4,8342925,0.02,0.05,10.67,0.07,4,2019
5/7/2019,4,8342925,0,0.06,12.33,0.06,5,2019
5/7/2019,4,8342925,0,0.06,12.33,0.06,5,2019
5/7/2019,4,8342925,0,0.06,12.33,0.06,5,2019
5/7/2019,4,8342925,0,0.06,12.33,0.06,5,2019
5/7/2019,4,8342925,0,0.06,12.33,0.06,5,2019
5/21/2019,4,8342925,0,0,15.05,0,5,2019
5/21/2019,4,8342925,0,0,15.05,0,5,2019
5/21/2019,4,8342925,0,0,15.05,0,5,2019
6/4/2019,4,8342925,0,0,15.75,0,6,2019
6/18/2019,4,8342925,0,0.63,17.82,0.63,6,2019
6/18/2019,4,8342925,0,0.63,17.82,0.63,6,2019
7/2/2019,4,8342925,0,0.01,18.5,0.01,7,2019
7/2/2019,4,8342925,0,0.01,18.5,0.01,7,2019
7/9/2019,4,8342925,0.02,0,19.79,0.02,7,2019
7/16/2019,4,8342925,0,0,20.86,0,7,2019
7/16/2019,4,8342925,0,0,20.86,0,7,2019
7/25/2019,4,8342925,0.02,0,22.08,0.02,7,2019
7/25/2019,4,8342925,0.02,0,22.08,0.02,7,2019
7/25/2019,4,8342925,0.02,0,22.08,0.02,7,2019
7/30/2019,4,8342925,0,0,22.09,0,7,2019
7/30/2019,4,8342925,0,0,22.09,0,7,2019
7/30/2019,4,8342925,0,0,22.09,0,7,2019
7/30/2019,4,8342925,0,0,22.09,0,7,2019
8/6/2019,4,8342925,0,0,22.5,0,8,2019
8/13/2019,4,8342925,0,0.02,22.39,0.02,8,2019
8/13/2019,4,8342925,0,0.02,22.39,0.02,8,2019
8/13/2019,4,8342925,0,0.02,22.39,0.02,8,2019
8/13/2019,4,8342925,0,0.02,22.39,0.02,8,2019
8/13/2019,4,8342925,0,0.02,22.39,0.02,8,2019
8/27/2019,4,8342925,0,0,22.88,0,8,2019
8/27/2019,4,8342925,0,0,22.88,0,8,2019
8/27/2019,4,8342925,0,0,22.88,0,8,2019
8/27/2019,4,8342925,0,0,22.88,0,8,2019
8/27/2019,4,8342925,0,0,22.88,0,8,2019
9/4/2019,4,8342925,0,0,23.13,0,9,2019
9/4/2019,4,8342925,0,0,23.13,0,9,2019
9/4/2019,4,8342925,0,0,23.13,0,9,2019
9/4/2019,4,8342925,0,0,23.13,0,9,2019
6/24/2013,4.9,8396207,0,0,20.16,0,6,2013
6/1/2005,8,7939571,0,0,15.23,0,6,2005
6/1/2005,8,7939571,0,0,15.23,0,6,2005
6/1/2005,8,7939571,0,0,15.23,0,6,2005
6/8/2005,8,7939571,0,0,17.89,0,6,2005
6/20/2005,8,7939571,0,0,18.56,0,6,2005
6/28/2005,8,7939571,0.61,0.05,21.01,0.66,6,2005
7/5/2005,8,7939571,0,0.04,21.23,0.04,7,2005
7/11/2005,8,7939571,0,0,22.21,0,7,2005
7/11/2005,8,7939571,0,0,22.21,0,7,2005
7/19/2005,8,7939571,0,0,23.89,0,7,2005
7/19/2005,8,7939571,0,0,23.89,0,7,2005
7/19/2005,8,7939571,0,0,23.89,0,7,2005
8/2/2005,8,7939571,0,0,23.83,0,8,2005
8/2/2005,8,7939571,0,0,23.83,0,8,2005
8/2/2005,8,7939571,0,0,23.83,0,8,2005
8/9/2005,8,7939571,0,0,23.97,0,8,2005
8/9/2005,8,7939571,0,0,23.97,0,8,2005
8/23/2005,8,7939571,0,0,24.65,0,8,2005
8/29/2005,8,7939571,0.02,0,24.52,0.02,8,2005
8/29/2005,8,7939571,0.02,0,24.52,0.02,8,2005
9/7/2005,8,7939571,0,0,23.39,0,9,2005
9/7/2005,8,7939571,0,0,23.39,0,9,2005
9/7/2005,8,7939571,0,0,23.39,0,9,2005
5/2/2006,8,7904335,0,0,12.32,0,5,2006
5/2/2006,8,7904335,0,0,12.32,0,5,2006
5/9/2006,8,7904335,0,0,13.6,0,5,2006
5/9/2006,8,7904335,0,0,13.6,0,5,2006
5/9/2006,8,7904335,0,0,13.6,0,5,2006
5/23/2006,8,7904335,0,0,14.22,0,5,2006
5/30/2006,8,7904335,0.2,0,15.92,0.2,5,2006
5/30/2006,8,7904335,0.2,0,15.92,0.2,5,2006
5/30/2006,8,7904335,0.2,0,15.92,0.2,5,2006
6/12/2006,8,7904335,0,0,17.29,0,6,2006
6/12/2006,8,7904335,0,0,17.29,0,6,2006
6/12/2006,8,7904335,0,0,17.29,0,6,2006
6/12/2006,8,7904335,0,0,17.29,0,6,2006
6/12/2006,8,7904335,0,0,17.29,0,6,2006
6/12/2006,8,7904335,0,0,17.29,0,6,2006
6/12/2006,8,7904335,0,0,17.29,0,6,2006
6/19/2006,8,7904335,0,0,18.52,0,6,2006
6/19/2006,8,7904335,0,0,18.52,0,6,2006
6/27/2006,8,7904335,0.06,0.05,19.44,0.11,6,2006
6/27/2006,8,7904335,0.06,0.05,19.44,0.11,6,2006
6/27/2006,8,7904335,0.06,0.05,19.44,0.11,6,2006
6/27/2006,8,7904335,0.06,0.05,19.44,0.11,6,2006
7/5/2006,8,7904335,0,1.06,19.92,1.06,7,2006
7/18/2006,8,7904335,0,0.44,22.11,0.44,7,2006
7/20/2006,8,7904335,0,0,22.46,0,7,2006
7/20/2006,8,7904335,0,0,22.46,0,7,2006
7/20/2006,8,7904335,0,0,22.46,0,7,2006
7/24/2006,8,7904335,0,0,23.35,0,7,2006
8/1/2006,8,7904335,0,0,23.71,0,8,2006
8/1/2006,8,7904335,0,0,23.71,0,8,2006
8/2/2006,8,7904335,0,0,23.74,0,8,2006
8/3/2006,8,7904335,0,0,23.81,0,8,2006
8/7/2006,8,7904335,0,0,22.1,0,8,2006
8/22/2006,8,7904335,0,0,23.42,0,8,2006
8/22/2006,8,7904335,0,0,23.42,0,8,2006
5/8/2007,8,7908735,0,0,11.63,0,5,2007
5/22/2007,8,7908735,0,0,15.13,0,5,2007
5/22/2007,8,7908735,0,0,15.13,0,5,2007
5/22/2007,8,7908735,0,0,15.13,0,5,2007
5/22/2007,8,7908735,0,0,15.13,0,5,2007
5/22/2007,8,7908735,0,0,15.13,0,5,2007
5/30/2007,8,7908735,0,0,16.88,0,5,2007
5/30/2007,8,7908735,0,0,16.88,0,5,2007
6/6/2007,8,7908735,0,0,18.25,0,6,2007
6/6/2007,8,7908735,0,0,18.25,0,6,2007
6/6/2007,8,7908735,0,0,18.25,0,6,2007
6/11/2007,8,7908735,0,0.05,19.07,0.05,6,2007
6/19/2007,8,7908735,0,0.06,20.72,0.06,6,2007
6/25/2007,8,7908735,0,0,19.88,0,6,2007
7/2/2007,8,7908735,0,0,19.67,0,7,2007
7/2/2007,8,7908735,0,0,19.67,0,7,2007
7/10/2007,8,7908735,0,0,20.81,0,7,2007
7/10/2007,8,7908735,0,0,20.81,0,7,2007
7/16/2007,8,7908735,0,0,21.8,0,7,2007
7/16/2007,8,7908735,0,0,21.8,0,7,2007
7/16/2007,8,7908735,0,0,21.8,0,7,2007
7/31/2007,8,7908735,0,0,23.75,0,7,2007
7/31/2007,8,7908735,0,0,23.75,0,7,2007
8/13/2007,8,7908735,0,0,24.88,0,8,2007
8/13/2007,8,7908735,0,0,24.88,0,8,2007
8/13/2007,8,7908735,0,0,24.88,0,8,2007
8/20/2007,8,7908735,0.08,0.05,23.47,0.13,8,2007
8/20/2007,8,7908735,0.08,0.05,23.47,0.13,8,2007
8/27/2007,8,7908735,0,0,23.02,0,8,2007
9/5/2007,8,7908735,0,0,23.43,0,9,2007
9/5/2007,8,7908735,0,0,23.43,0,9,2007
9/5/2007,8,7908735,0,0,23.43,0,9,2007
4/22/2008,8,7945783,0,0,11.29,0,4,2008
4/22/2008,8,7945783,0,0,11.29,0,4,2008
5/1/2008,8,7945783,0,0.09,12.91,0.09,5,2008
5/1/2008,8,7945783,0,0.09,12.91,0.09,5,2008
5/14/2008,8,7945783,0,0,14.23,0,5,2008
5/14/2008,8,7945783,0,0,14.23,0,5,2008
5/20/2008,8,7945783,0,0.46,14.42,0.46,5,2008
5/20/2008,8,7945783,0,0.46,14.42,0.46,5,2008
5/20/2008,8,7945783,0,0.46,14.42,0.46,5,2008
5/29/2008,8,7945783,0,0,15.35,0,5,2008
5/29/2008,8,7945783,0,0,15.35,0,5,2008
6/3/2008,8,7945783,0,0,16.13,0,6,2008
6/3/2008,8,7945783,0,0,16.13,0,6,2008
6/10/2008,8,7945783,0,0.19,18.91,0.19,6,2008
6/10/2008,8,7945783,0,0.19,18.91,0.19,6,2008
6/17/2008,8,7945783,0.03,0,20.14,0.03,6,2008
6/17/2008,8,7945783,0.03,0,20.14,0.03,6,2008
6/17/2008,8,7945783,0.03,0,20.14,0.03,6,2008
6/17/2008,8,7945783,0.03,0,20.14,0.03,6,2008
6/17/2008,8,7945783,0.03,0,20.14,0.03,6,2008
6/17/2008,8,7945783,0.03,0,20.14,0.03,6,2008
6/17/2008,8,7945783,0.03,0,20.14,0.03,6,2008
6/17/2008,8,7945783,0.03,0,20.14,0.03,6,2008
6/24/2008,8,7945783,0.06,0,21.07,0.06,6,2008
6/24/2008,8,7945783,0.06,0,21.07,0.06,6,2008
7/1/2008,8,7945783,0.01,0,21.49,0.01,7,2008
7/1/2008,8,7945783,0.01,0,21.49,0.01,7,2008
7/17/2008,8,7945783,0,0,23.5,0,7,2008
7/22/2008,8,7945783,0.01,0.01,24.24,0.02,7,2008
7/22/2008,8,7945783,0.01,0.01,24.24,0.02,7,2008
7/29/2008,8,7945783,0,0,25.23,0,7,2008
8/5/2008,8,7945783,0,0.02,25.3,0.02,8,2008
8/5/2008,8,7945783,0,0.02,25.3,0.02,8,2008
8/13/2008,8,7945783,0.01,0,24.75,0.01,8,2008
8/13/2008,8,7945783,0.01,0,24.75,0.01,8,2008
8/13/2008,8,7945783,0.01,0,24.75,0.01,8,2008
8/19/2008,8,7945783,0,0,24.6,0,8,2008
8/19/2008,8,7945783,0,0,24.6,0,8,2008
8/19/2008,8,7945783,0,0,24.6,0,8,2008
8/19/2008,8,7945783,0,0,24.6,0,8,2008
8/19/2008,8,7945783,0,0,24.6,0,8,2008
8/26/2008,8,7945783,0,0,24.45,0,8,2008
8/26/2008,8,7945783,0,0,24.45,0,8,2008
8/26/2008,8,7945783,0,0,24.45,0,8,2008
9/3/2008,8,7945783,0,0,24.92,0,9,2008
9/3/2008,8,7945783,0,0,24.92,0,9,2008
9/11/2008,8,7945783,0,0,24.48,0,9,2008
6/2/2009,8,7991063,0,0.01,18.8,0.01,6,2009
6/2/2009,8,7991063,0,0.01,18.8,0.01,6,2009
6/17/2009,8,7991063,0,0,20.81,0,6,2009
6/17/2009,8,7991063,0,0,20.81,0,6,2009
6/30/2009,8,7991063,0,0.24,22.62,0.24,6,2009
6/30/2009,8,7991063,0,0.24,22.62,0.24,6,2009
7/7/2009,8,7991063,0,0.42,22.14,0.42,7,2009
7/7/2009,8,7991063,0,0.42,22.14,0.42,7,2009
7/14/2009,8,7991063,0,0,22.34,0,7,2009
7/20/2009,8,7991063,0,0,22.58,0,7,2009
7/20/2009,8,7991063,0,0,22.58,0,7,2009
7/29/2009,8,7991063,0,1.31,24.92,1.31,7,2009
8/4/2009,8,7991063,0,0,25.67,0,8,2009
8/4/2009,8,7991063,0,0,25.67,0,8,2009
8/4/2009,8,7991063,0,0,25.67,0,8,2009
8/4/2009,8,7991063,0,0,25.67,0,8,2009
8/18/2009,8,7991063,0,0.36,25.95,0.36,8,2009
8/18/2009,8,7991063,0,0.36,25.95,0.36,8,2009
8/26/2009,8,7991063,0,0.02,26.91,0.02,8,2009
8/26/2009,8,7991063,0,0.02,26.91,0.02,8,2009
8/31/2009,8,7991063,0,0,25.04,0,8,2009
9/9/2009,8,7991063,0,0,24.74,0,9,2009
9/9/2009,8,7991063,0,0,24.74,0,9,2009
9/9/2009,8,7991063,0,0,24.74,0,9,2009
9/9/2009,8,7991063,0,0,24.74,0,9,2009
5/11/2010,8,8190105,0,0.02,10.93,0.02,5,2010
5/11/2010,8,8190105,0,0.02,10.93,0.02,5,2010
5/11/2010,8,8190105,0,0.02,10.93,0.02,5,2010
5/11/2010,8,8190105,0,0.02,10.93,0.02,5,2010
5/17/2010,8,8190105,0,0,11.84,0,5,2010
5/25/2010,8,8190105,0,0,14.66,0,5,2010
6/8/2010,8,8190105,0,0,19.09,0,6,2010
6/15/2010,8,8190105,0.01,0,18.61,0.01,6,2010
6/15/2010,8,8190105,0.01,0,18.61,0.01,6,2010
6/15/2010,8,8190105,0.01,0,18.61,0.01,6,2010
6/15/2010,8,8190105,0.01,0,18.61,0.01,6,2010
6/22/2010,8,8190105,0,0.16,20.93,0.16,6,2010
6/22/2010,8,8190105,0,0.16,20.93,0.16,6,2010
6/29/2010,8,8190105,0.02,0,22.23,0.02,6,2010
6/29/2010,8,8190105,0.02,0,22.23,0.02,6,2010
6/29/2010,8,8190105,0.02,0,22.23,0.02,6,2010
7/7/2010,8,8190105,0,0,21.88,0,7,2010
7/13/2010,8,8190105,0,0.62,22.79,0.62,7,2010
7/13/2010,8,8190105,0,0.62,22.79,0.62,7,2010
7/20/2010,8,8190105,0.15,0,25.15,0.15,7,2010
7/20/2010,8,8190105,0.15,0,25.15,0.15,7,2010
7/20/2010,8,8190105,0.15,0,25.15,0.15,7,2010
7/20/2010,8,8190105,0.15,0,25.15,0.15,7,2010
8/3/2010,8,8190105,0,0,22.61,0,8,2010
8/3/2010,8,8190105,0,0,22.61,0,8,2010
8/10/2010,8,8190105,0,0,23.38,0,8,2010
8/10/2010,8,8190105,0,0,23.38,0,8,2010
8/16/2010,8,8190105,0.07,0.16,23.07,0.23,8,2010
8/26/2010,8,8190105,0.47,0,22.5,0.47,8,2010
8/26/2010,8,8190105,0.47,0,22.5,0.47,8,2010
8/26/2010,8,8190105,0.47,0,22.5,0.47,8,2010
8/26/2010,8,8190105,0.47,0,22.5,0.47,8,2010
9/8/2010,8,8190105,0,0,22.72,0,9,2010
9/8/2010,8,8190105,0,0,22.72,0,9,2010
9/8/2010,8,8190105,0,0,22.72,0,9,2010
9/8/2010,8,8190105,0,0,22.72,0,9,2010
9/8/2010,8,8190105,0,0,22.72,0,9,2010
9/14/2010,8,8190105,0.13,0,21.4,0.13,9,2010
4/26/2011,8,8272864,0,0,10.07,0,4,2011
